Station Name;Region;State;Code;Latitude;Longitude;Year
NOVA MARINGA;CO;MT;A928;-13,0386111;-57,09222221;2021
NOVA UBIRATA;CO;MT;A929;-13,41111111;-54,75222222;2021
GAUCHA DO NORTE;CO;MT;A930;-13,18472221;-53,2575;2021
SANTO ANTONIO DO LESTE;CO;MT;A931;-14,92777777;-53,8836111;2021
GUIRATINGA;CO;MT;A932;-16,34166666;-53,76611111;2021
ITIQUIRA;CO;MT;A933;-17,17499999;-54,50166666;2021
ALTO TAQUARI;CO;MT;A934;-17,8411111;-53,28944444;2021
PORTO ESTRELA;CO;MT;A935;-15,32472221;-57,22583332;2021
SALTO DO CEU;CO;MT;A936;-15,12472221;-58,12722221;2021
PONTES E LACERDA;CO;MT;A937;-15,23444444;-59,3461111;2021
SAO JOSE DO XINGU;CO;MT;A942;-10,48416666;-52,37249999;2021
SERRA NOVA DOURADA;CO;MT;A943;-11,98777777;-51,4261111;2021
ROSARIO OESTE;CO;MT;A944;-14,82888888;-56,44194444;2021
PARQUE ESTADUAL CHANDLESS;N;AC;A102;-9,35833333;-69,92638888;2021
RIO BRANCO;N;AC;A104;-9,67972221;-68,16527777;2021
CRUZEIRO DO SUL;N;AC;A108;-7,61083333;-72,68138888;2021
PORTO WALTER;N;AC;A136;-8,26722221;-72,74777777;2021
MARECHAL THAUMATURGO;N;AC;A137;-8,95;-72,78666666;2021
FEIJO;N;AC;A138;-8,14277777;-70,3436111;2021
EPITACIOLANDIA;N;AC;A140;-11,02388888;-68,73527777;2021
MANAUS;N;AM;A101;-3,10333333;-60,01638888;2021
EIRUNEPE;N;AM;A109;-6,65027777;-69,8686111;2021
BOCA DO ACRE;N;AM;A110;-8,77666666;-67,33249999;2021
LABREA;N;AM;A111;-7,26055555;-64,7886111;2021
HUMAITA;N;AM;A112;-7,5525;-63,07138888;2021
APUI;N;AM;A113;-7,20555555;-59,8886111;2021
COARI;N;AM;A117;-4,09749999;-63,14527777;2021
MANACAPURU;N;AM;A119;-3,29472221;-60,62833332;2021
AUTAZES;N;AM;A120;-3,58333333;-59,12944443;2021
ITACOATIARA;N;AM;A121;-3,13333333;-58,48277777;2021
MAUES;N;AM;A122;-3,39888888;-57,67388888;2021
PARINTINS;N;AM;A123;-2,63916666;-56,75611111;2021
URUCARA;N;AM;A124;-2,53472221;-57,75805555;2021
RIO URUBU;N;AM;A125;-2,6336111;-59,60055555;2021
PRESIDENTE FIGUEIREDO;N;AM;A126;-2,05666666;-60,02583332;2021
BARCELOS;N;AM;A128;-0,98722221;-62,92416666;2021
MANICORE;N;AM;A133;-5,7886111;-61,28833333;2021
S. G. DA CACHOEIRA;N;AM;A134;-0,125207;-67,061246;2021
NOVO ARIPUANA;N;AM;A144;-8,0911111;-60,38055554;2021
OIAPOQUE;N;AP;A242;3,81361111;-51,8625;2021
PORTO GRANDE;N;AP;A244;0,69416666;-51,40388888;2021
MACAPA;N;AP;A249;0,03499999;-51,08888888;2021
ITAUBAL;N;AP;A251;0,56777777;-50,8236111;2021
BELEM;N;PA;A201;-1,411228;-48,439512;2021
CASTANHAL;N;PA;A202;-1,30083333;-47,94805555;2021
MEDICILANDIA;N;PA;A209;-3,51083333;-52,96333333;2021
PACAJA;N;PA;A210;-3,8436111;-50,63805555;2021
PLACAS;N;PA;A211;-3,86416666;-54,21638888;2021
PARAGOMINAS;N;PA;A212;-2,99027777;-47,40777777;2021
TOME ACU;N;PA;A213;-2,59249999;-48,36055555;2021
RONDON DO PARA;N;PA;A214;-4,82749999;-48,1736111;2021
SALINOPOLIS;N;PA;A215;-0,61888888;-47,35666666;2021
SAO FELIX DO XINGU;N;PA;A216;-6,639622;-51,956966;2021
BRAGANCA;N;PA;A226;-1,04722221;-46,78583333;2021
SOURE;N;PA;A227;-0,72777777;-48,51583333;2021
BREVES;N;PA;A228;-1,68027777;-50,47805554;2021
TUCURUI;N;PA;A229;-3,82277777;-49,67499999;2021
SERRA DOS CARAJAS;N;PA;A230;-6,07749999;-50,14222221;2021
ITAITUBA;N;PA;A231;-4,27694443;-55,99305555;2021
OBIDOS;N;PA;A232;-1,88083332;-55,51972221;2021
SANTANA DO ARAGUAIA;N;PA;A233;-9,3386111;-50,35027777;2021
TUCUMA;N;PA;A234;-6,74333333;-51,14194444;2021
NOVO REPARTIMENTO;N;PA;A235;-4,24388888;-49,93944444;2021
CAMETA;N;PA;A236;-2,23972221;-49,49972221;2021
MONTE ALEGRE;N;PA;A239;-2;-54,07638888;2021
MARABA;N;PA;A240;-5,36638888;-49,05111111;2021
CONCEICAO DO ARAGUAIA;N;PA;A241;-8,30361111;-49,28277777;2021
MINA DO PALITO;N;PA;A246;-6,31999999;-55,78777777;2021
XINGUARA;N;PA;A247;-7,110518;-49,926072;2021
CAPITAO POCO;N;PA;A248;-1,73472221;-47,0575;2021
SANTAREM;N;PA;A250;-2,5025;-54,72027777;2021
DOM ELISEU;N;PA;A252;-4,28055554;-47,56388888;2021
ALTAMIRA;N;PA;A253;-3,27027777;-52,39472221;2021
REDENCAO;N;PA;A254;-8,04333333;-50,00694444;2021
SANTA MARIA DAS BARREIRAS;N;PA;A256;-8,72972221;-49,85638888;2021
PORTO VELHO;N;RO;A925;-8,7936111;-63,84583333;2021
VILHENA;N;RO;A938;-12,73499999;-60,15777777;2021
CACOAL;N;RO;A939;-11,44583333;-61,43416666;2021
ARIQUEMES;N;RO;A940;-9,94888888;-62,96194444;2021
BOA VISTA;N;RR;A135;2,81694443;-60,69083333;2021
PALMAS;N;TO;A009;-10,19083333;-48,30194444;2021
PARANA;N;TO;A010;-12,615;-47,87194443;2021
PEIXE;N;TO;A018;-12,015377;-48,544517;2021
GURUPI;N;TO;A019;-11,74583333;-49,04972221;2021
PEDRO AFONSO;N;TO;A020;-8,968677;-48,177259;2021
ARAGUAINA;N;TO;A021;-7,10388888;-48,20111111;2021
DIANOPOLIS;N;TO;A038;-11,59444444;-46,84722221;2021
FORMOSO DO ARAGUAIA;N;TO;A039;-11,88749999;-49,60833333;2021
MATEIROS;N;TO;A040;-10,43444444;-45,92194443;2021
MARIANOPOLIS DO TO;N;TO;A041;-9,576389;-49,723333;2021
CAMPOS LINDOS;N;TO;A043;-8,15472222;-46,63944444;2021
ARAGUATINS;N;TO;A044;-5,6436111;-48,11194444;2021
SANTA FE DO ARAGUAIA;N;TO;A048;-7,124191;-48,781267;2021
COLINAS DO TOCANTINS;N;TO;A049;-8,092708;-48,478605;2021
RIO SONO;N;TO;A050;-9,793363;-47,132732;2021
PIUM;N;TO;A051;-10,47694443;-49,62944443;2021
SANTA ROSA DO TOCANTINS;N;TO;A052;-11,42888888;-48,18499999;2021
ALMAS;N;TO;A053;-11,28416666;-47,21222222;2021
ARAGUACU;N;TO;A054;-12,59222221;-49,5286111;2021
LAGOA DA CONFUSAO;N;TO;A055;-10,828286;-49,847882;2021
MACEIO;NE;AL;A303;-9,55111111;-35,77027777;2021
PAO DE ACUCAR;NE;AL;A323;-9,74916666;-37,43083332;2021
PALMEIRA DOS INDIOS;NE;AL;A327;-9,42027777;-36,62027777;2021
ARAPIRACA;NE;AL;A353;-9,80444444;-36,61916666;2021
CORURIPE;NE;AL;A355;-10,1286111;-36,28638888;2021
SAO LUIS DO QUITUNDE;NE;AL;A356;-9,28749999;-35,56583333;2021
PIRANHAS;NE;AL;A371;-9,62222221;-37,76722221;2021
SALVADOR;NE;BA;A401;-13,005515;-38,50576;2021
BARREIRAS;NE;BA;A402;-12,12472221;-45,02694443;2021
LUIZ EDUARDO MAGALHAES;NE;BA;A404;-12,1525;-45,82972221;2021
CARAVELAS;NE;BA;A405;-17,73944444;-39,25861111;2021
CRUZ DAS ALMAS;NE;BA;A406;-12,67555554;-39,08944444;2021
ITIRUCU;NE;BA;A407;-13,527828;-40,119752;2021
ITABERABA;NE;BA;A408;-12,52416666;-40,29972221;2021
ILHEUS;NE;BA;A410;-14,65888888;-39,18138888;2021
MACAJUBA;NE;BA;A412;-12,13166666;-40,35416666;2021
FEIRA DE SANTANA;NE;BA;A413;-12,1961111;-38,96749999;2021
VITORIA DA CONQUISTA;NE;BA;A414;-14,88638888;-40,80138888;2021
SANTA RITA DE CASSIA;NE;BA;A415;-11,00277777;-44,52499999;2021
CORRENTINA;NE;BA;A416;-13,33249999;-44,61749999;2021
BOM JESUS DA LAPA;NE;BA;A418;-13,25111111;-43,40527777;2021
ABROLHOS;NE;BA;A422;-17,96305555;-38,70333333;2021
REMANSO;NE;BA;A423;-9,62555554;-42,07722221;2021
IRECE;NE;BA;A424;-11,328998;-41,864504;2021
LENCOIS;NE;BA;A425;-12,557854;-41,388808;2021
GUANAMBI;NE;BA;A426;-14,20805555;-42,74972221;2021
PORTO SEGURO;NE;BA;A427;-16,38888888;-39,18249999;2021
SENHOR DO BONFIM;NE;BA;A428;-10,44305555;-40,14833333;2021
BARRA;NE;BA;A429;-11,08472221;-43,13888888;2021
PIATA;NE;BA;A430;-13,155681;-41,774125;2021
CONDE;NE;BA;A431;-12,03583333;-37,68388888;2021
BURITIRAMA;NE;BA;A432;-10,72305554;-43,65111111;2021
BRUMADO;NE;BA;A433;-14,18194443;-41,67222221;2021
AMARGOSA;NE;BA;A434;-13,009468;-39,616881;2021
UAUA;NE;BA;A435;-9,8336111;-39,49555555;2021
QUEIMADAS;NE;BA;A436;-10,98472221;-39,61694443;2021
UNA;NE;BA;A437;-15,28027777;-39,09138888;2021
MARAU;NE;BA;A438;-13,90694444;-38,97222221;2021
IBOTIRAMA;NE;BA;A439;-12,19305555;-43,21333333;2021
JACOBINA;NE;BA;A440;-11,205;-40,465;2021
SERRINHA;NE;BA;A441;-11,66472222;-39,02305554;2021
EUCLIDES DA CUNHA;NE;BA;A442;-10,537233;-38,996605;2021
DELFINO;NE;BA;A443;-10,455;-41,20694444;2021
VALENCA;NE;BA;A444;-13,3436111;-39,12666666;2021
IPIAU;NE;BA;A445;-14,17138888;-39,69249999;2021
ITAPETINGA;NE;BA;A446;-15,24472221;-40,22944443;2021
BELMONTE;NE;BA;A447;-16,08805555;-39,21527777;2021
CURACA;NE;BA;A448;-9,00138888;-39,9125;2021
PILAO ARCADO;NE;BA;A449;-10,01833332;-42,50027777;2021
JEREMOABO;NE;BA;A450;-10,08083332;-38,34583333;2021
FORMOSA DO RIO PRETO;NE;BA;A452;-11,05222222;-45,20083333;2021
ITAMARAJU;NE;BA;A455;-17,00694444;-39,55805555;2021
SALVADOR (RADIO FAROL);NE;BA;A456;-12,80833333;-38,49583333;2021
RIBEIRA DO AMPARO;NE;BA;A458;-11,05861111;-38,44416666;2021
FORTALEZA;NE;CE;A305;-3,81583333;-38,53777777;2021
SOBRAL;NE;CE;A306;-3,74805555;-40,34583333;2021
GUARAMIRANGA;NE;CE;A314;-4,26138888;-38,9311111;2021
BARBALHA;NE;CE;A315;-7,30083333;-39,2711111;2021
IGUATU;NE;CE;A319;-6,39638888;-39,26888888;2021
TAUA;NE;CE;A324;-6,01749999;-40,28138888;2021
QUIXERAMOBIM;NE;CE;A325;-5,17444443;-39,28944444;2021
MORADA NOVA;NE;CE;A332;-5,13666666;-38,35666666;2021
JAGUARUANA;NE;CE;A339;-4,78694444;-37,76666666;2021
CRATEUS;NE;CE;A342;-5,18666666;-40,67222221;2021
CAMPOS SALES;NE;CE;A347;-7,07777777;-40,36277777;2021
JAGUARIBE;NE;CE;A358;-5,90555555;-38,62777777;2021
ITAPIPOCA;NE;CE;A359;-3,48416666;-39,5886111;2021
ACARAU;NE;CE;A360;-3,1211111;-40,08722221;2021
TIANGUA;NE;CE;A368;-3,73222221;-41,01194444;2021
QUIXADA;NE;CE;A369;-4,97888888;-39,05722222;2021
SAO LUIS;NE;MA;A203;-2,52666666;-44,21361111;2021
BALSAS;NE;MA;A204;-7,45555555;-46,02749999;2021
CAROLINA;NE;MA;A205;-7,33722221;-47,45972222;2021
CHAPADINHA;NE;MA;A206;-3,74277777;-43,35222222;2021
GRAJAU;NE;MA;A207;-5,81611111;-46,16222222;2021
FAROL de SANTANA;NE;MA;A217;-2,27083332;-43,62416666;2021
PREGUICAS;NE;MA;A218;-2,59222221;-42,7075;2021
TURIACU;NE;MA;A219;-1,66111111;-45,37249999;2021
BACABAL;NE;MA;A220;-4,24305555;-44,79499999;2021
BARRA DO CORDA;NE;MA;A221;-5,50666666;-45,23694444;2021
COLINAS;NE;MA;A222;-6,03305554;-44,23333333;2021
ALTO PARNAIBA;NE;MA;A223;-9,10833333;-45,93194443;2021
ESTREITO;NE;MA;A224;-6,65333333;-47,41833332;2021
IMPERATRIZ;NE;MA;A225;-5,555723;-47,459794;2021
CAXIAS;NE;MA;A237;-4,82138888;-43,3436111;2021
BURITICUPU;NE;MA;A238;-4,32055554;-46,44944444;2021
ZE DOCA;NE;MA;A255;-3,26916666;-45,65111111;2021
AREIA;NE;PB;A310;-6,975451;-35,718128;2021
CAMPINA GRANDE;NE;PB;A313;-7,225574;-35,904831;2021
JOAO PESSOA;NE;PB;A320;-7,16527777;-34,81555555;2021
PATOS;NE;PB;A321;-7,07972221;-37,27277777;2021
SAO GONCALO;NE;PB;A333;-6,835777;-38,311583;2021
MONTEIRO;NE;PB;A334;-7,89444444;-37,12472221;2021
CABACEIRAS;NE;PB;A348;-7,48333333;-36,28638888;2021
CAMARATUBA;NE;PB;A352;-6,56194444;-35,13527777;2021
ITAPORANGA;NE;PB;A373;-7,31833332;-38,14083333;2021
RECIFE;NE;PE;A301;-8,05916666;-34,95916666;2021
PETROLINA;NE;PE;A307;-9,388323;-40,523262;2021
ARCO VERDE;NE;PE;A309;-8,4336111;-37,05555555;2021
GARANHUNS;NE;PE;A322;-8,91083333;-36,49333333;2021
SURUBIM;NE;PE;A328;-7,83972221;-35,80111111;2021
CABROBO;NE;PE;A329;-8,504;-39,31528;2021
CARUARU;NE;PE;A341;-8,36527777;-36,02833332;2021
IBIMIRIM;NE;PE;A349;-8,50944444;-37,71166666;2021
SERRA TALHADA;NE;PE;A350;-7,954277;-38,295082;2021
FLORESTA;NE;PE;A351;-8,59888888;-38,58416666;2021
PALMARES;NE;PE;A357;-8,66666666;-35,56805554;2021
OURICURI;NE;PE;A366;-7,88583333;-40,10277777;2021
SALGUEIRO;NE;PE;A370;-8,05805555;-39,0961111;2021
PARNAIBA;NE;PI;A308;-3,08666666;-41,78305554;2021
FLORIANO;NE;PI;A311;-6,76138888;-43,00333333;2021
TERESINA;NE;PI;A312;-5,03472221;-42,80138888;2021
BOM JESUS DO PIAUI;NE;PI;A326;-9,08333333;-44,32638888;2021
PAULISTANA;NE;PI;A330;-8,132288;-41,142945;2021
SAO JOAO DO PIAUI;NE;PI;A331;-8,36444444;-42,2525;2021
PIRIPIRI;NE;PI;A335;-4,276047;-41,794568;2021
ALVORADA DO GURGUEIA;NE;PI;A336;-8,44166666;-43,86555555;2021
CARACOL;NE;PI;A337;-9,28583333;-43,32444443;2021
PICOS;NE;PI;A343;-7,0711111;-41,40416666;2021
SAO RAIMUNDO NONATO;NE;PI;A345;-9,03333333;-42,70111111;2021
URUCUI;NE;PI;A346;-7,44138888;-44,34499999;2021
OEIRAS;NE;PI;A354;-6,97416666;-42,14694444;2021
CASTELO DO PIAUI;NE;PI;A361;-5,34916666;-41,51222222;2021
VALENCA DO PIAUI;NE;PI;A363;-6,39916666;-41,73999999;2021
GILBUES;NE;PI;A364;-9,87527777;-45,34583333;2021
CANTO DO BURITI;NE;PI;A365;-8,117939;-42,975721;2021
CORRENTE;NE;PI;A374;-10,42916666;-45,17305554;2021
BAIXA GRANDE DO RIBEIRO;NE;PI;A375;-8,333531;-45,094625;2021
CAMPO MAIOR;NE;PI;A376;-4,86416666;-42,14555555;2021
ANGICAL DO PIAUI;NE;PI;A377;-6,08944444;-42,72749999;2021
NATAL;NE;RN;A304;-5,83722221;-35,20805555;2021
CAICO;NE;RN;A316;-6,46749999;-37,08499999;2021
MACAU;NE;RN;A317;-5,15111111;-36,57305554;2021
MOSSORO;NE;RN;A318;-4,90416666;-37,36694443;2021
APODI;NE;RN;A340;-5,62666666;-37,815;2021
CALCANHAR;NE;RN;A344;-5,16;-35,48749999;2021
SANTA CRUZ;NE;RN;A367;-6,22805554;-36,02666666;2021
IPANGUACU;NE;RN;A372;-5,53499999;-36,87222221;2021
ARACAJU;NE;SE;A409;-10,9525;-37,05444444;2021
ITABAIANINHA;NE;SE;A417;-11,2725;-37,795;2021
POCO VERDE;NE;SE;A419;-10,73805555;-38,10833333;2021
CARIRA;NE;SE;A420;-10,39972221;-37,74749999;2021
BREJO GRANDE;NE;SE;A421;-10,47388888;-36,48194443;2021
ITABAIANA;NE;SE;A451;-10,67166666;-37,47138888;2021
NOSSA SENHORA DA GLORIA;NE;SE;A453;-10,20777777;-37,43194443;2021
CURITIBA;S;PR;A807;-25,4486111;-49,23055554;2021
IVAI;S;PR;A818;-25,01083333;-50,85388888;2021
CASTRO;S;PR;A819;-24,78694444;-49,99916666;2021
MAL. CANDIDO RONDON;S;PR;A820;-24,53333333;-54,01916666;2021
JOAQUIM TAVORA;S;PR;A821;-23,505266;-49,946387;2021
NOVA TEBAS;S;PR;A822;-24,43722221;-51,96305555;2021
INACIO MARTINS;S;PR;A823;-25,567879;-51,077946;2021
ICARAIMA;S;PR;A824;-23,39027777;-53,63583333;2021
GOIOERE;S;PR;A825;-24,15833333;-53,03055554;2021
MARINGA;S;PR;A835;-23,40527777;-51,93277777;2021
NOVA FATIMA;S;PR;A842;-23,41527777;-50,57777777;2021
DOIS VIZINHOS;S;PR;A843;-25,69916666;-53,09527777;2021
FOZ DO IGUACU;S;PR;A846;-25,60194444;-54,48305554;2021
DIAMANTE DO NORTE;S;PR;A849;-22,63944444;-52,89027777;2021
PARANAPOEMA;S;PR;A850;-22,65833333;-52,13444444;2021
PLANALTO;S;PR;A855;-25,72194443;-53,74805555;2021
CIDADE GAUCHA;S;PR;A869;-23,359156;-52,931912;2021
JAPIRA;S;PR;A871;-23,77333332;-50,18055554;2021
VENTANIA;S;PR;A872;-24,28027777;-50,21027777;2021
MORRETES;S;PR;A873;-25,508935;-48,808681;2021
SAO MATEUS DO SUL;S;PR;A874;-25,83555555;-50,36888888;2021
GENERAL CARNEIRO;S;PR;A875;-26,3986111;-51,35361111;2021
CLEVELANDIA;S;PR;A876;-26,41722221;-52,3486111;2021
CAMPINA DA LAGOA;S;PR;B803;-24,57083332;-52,80027777;2021
LARANJEIRAS DO SUL;S;PR;B804;-25,36888888;-52,39194444;2021
COLOMBO;S;PR;B806;-25,322464;-49,157733;2021
PORTO ALEGRE;S;RS;A801;-30,05361111;-51,17472221;2021
RIO GRANDE;S;RS;A802;-32,07888888;-52,16777777;2021
SANTA MARIA;S;RS;A803;-29,72499999;-53,72055554;2021
SANTANA DO LIVRAMENTO;S;RS;A804;-30,75055555;-55,40138888;2021
SANTO AUGUSTO;S;RS;A805;-27,854345;-53,791179;2021
TORRES;S;RS;A808;-29,35027777;-49,73333333;2021
URUGUAIANA;S;RS;A809;-29,83987;-57,081899;2021
SANTA ROSA;S;RS;A810;-27,89055555;-54,47999999;2021
CANGUCU;S;RS;A811;-31,40333333;-52,70083333;2021
CACAPAVA DO SUL;S;RS;A812;-30,54527777;-53,46694443;2021
RIO PARDO;S;RS;A813;-29,87222221;-52,38194443;2021
ALEGRETE;S;RS;A826;-29,709083;-55,525486;2021
BAGE;S;RS;A827;-31,34777777;-54,01333333;2021
ERECHIM;S;RS;A828;-27,65771;-52,305805;2021
SAO JOSE DOS AUSENTES;S;RS;A829;-28,7486111;-50,05777777;2021
SAO BORJA;S;RS;A830;-28,65;-56,01638888;2021
QUARAI;S;RS;A831;-30,368578;-56,437115;2021
SAO GABRIEL;S;RS;A832;-30,341438;-54,310909;2021
SANTIAGO;S;RS;A833;-29,191599;-54,885653;2021
TRAMANDAI;S;RS;A834;-30,01027777;-50,13583333;2021
JAGUARAO;S;RS;A836;-32,53472221;-53,37583332;2021
SOLEDADE;S;RS;A837;-28,859211;-52,542387;2021
CAMAQUA;S;RS;A838;-30,807953;-51,83424;2021
PASSO FUNDO;S;RS;A839;-28,226805;-52,403582;2021
BENTO GONCALVES;S;RS;A840;-29,164581;-51,534202;2021
LAGOA VERMELHA;S;RS;A844;-28,222381;-51,512845;2021
SAO LUIZ GONZAGA;S;RS;A852;-28,41722221;-54,9625;2021
CRUZ ALTA;S;RS;A853;-28,60344;-53,673597;2021
FREDERICO WESTPHALEN;S;RS;A854;-27,39555555;-53,42944443;2021
PALMEIRA DAS MISSOES;S;RS;A856;-27,92027777;-53,31805554;2021
MOSTARDAS;S;RS;A878;-31,24833333;-50,90638888;2021
CANELA;S;RS;A879;-29,36888888;-50,82722221;2021
VACARIA;S;RS;A880;-28,513602;-50,882738;2021
DOM PEDRITO;S;RS;A881;-31,0025;-54,61805554;2021
TEUTONIA;S;RS;A882;-29,44916666;-51,82333332;2021
IBIRUBA;S;RS;A883;-28,65333333;-53,11194444;2021
CAMPO BOM;S;RS;A884;-29,674293;-51,064042;2021
TUPANCIRETA;S;RS;A886;-29,0893814;-53,82665025;2021
CAPAO DO LEAO (PELOTAS);S;RS;A887;-31,8025;-52,40722222;2021
SAO VICENTE DO SUL;S;RS;A889;-29,70222222;-54,69444444;2021
ENCRUZILHADA DO SUL;S;RS;A893;-30,54305555;-52,52472221;2021
SERAFINA CORREA;S;RS;A894;-28,70472222;-51,87083332;2021
CAMBARA DO SUL;S;RS;A897;-29,04916666;-50,14972221;2021
Santa Vitoria do Palmar - Barra do Chui;S;RS;A899;-33,74222221;-53,37222221;2021
FLORIANOPOLIS;S;SC;A806;-27,60253;-48,620096;2021
URUSSANGA;S;SC;A814;-28,53249999;-49,31527777;2021
SAO JOAQUIM;S;SC;A815;-28,27564;-49,934617;2021
NOVO HORIZONTE;S;SC;A816;-26,40638888;-52,85027777;2021
INDAIAL;S;SC;A817;-26,91361111;-49,26805554;2021
JOACABA;S;SC;A841;-27,16916666;-51,55888888;2021
BOM JARDIM DA SERRA - MORRO DA IGREJA;S;SC;A845;-28,126992;-49,47961;2021
DIONISIO CERQUEIRA;S;SC;A848;-26,286562;-53,633114;2021
ITAPOA;S;SC;A851;-26,08138888;-48,64166666;2021
SAO MIGUEL DO OESTE;S;SC;A857;-26,7861111;-53,51388888;2021
XANXERE;S;SC;A858;-26,938666;-52,39809;2021
CACADOR;S;SC;A859;-26,819156;-50,98552;2021
CURITIBANOS;S;SC;A860;-27,288624;-50,604283;2021
RIO DO CAMPO;S;SC;A861;-26,93749999;-50,14555555;2021
RIO NEGRINHO;S;SC;A862;-26,2486111;-49,57416666;2021
ITUPORANGA;S;SC;A863;-27,41833332;-49,64694444;2021
MAJOR VIEIRA;S;SC;A864;-26,3936111;-50,36333333;2021
LAGES;S;SC;A865;-27,80222222;-50,33555555;2021
Laguna  - Farol de Santa Marta;S;SC;A866;-28,60444444;-48,81333333;2021
ARARANGUA;S;SC;A867;-28,931353;-49,49792;2021
ITAJAI;S;SC;A868;-26,95083333;-48,76194444;2021
RANCHO QUEIMADO;S;SC;A870;-27,6786111;-49,04194444;2021
CHAPECO;S;SC;A895;-27,0853111;-52,6357111;2021
CAMPOS NOVOS;S;SC;A898;-27,3886111;-51,21583333;2021
VITORIA;SE;ES;A612;-20,27083332;-40,30583333;2021
SANTA TERESA;SE;ES;A613;-19,988388;-40,579572;2021
LINHARES;SE;ES;A614;-19,35694444;-40,0686111;2021
ALFREDO CHAVES;SE;ES;A615;-20,63638888;-40,74194444;2021
SAO MATEUS;SE;ES;A616;-18,676198;-39,864051;2021
ALEGRE;SE;ES;A617;-20,75055555;-41,48888888;2021
PRES. KENNEDY;SE;ES;A622;-21,10083333;-41,03944444;2021
NOVA VENECIA;SE;ES;A623;-18,69527777;-40,39055555;2021
ECOPORANGA;SE;ES;A631;-18,29138888;-40,73638888;2021
MARILANDIA;SE;ES;A632;-19,407181;-40,539825;2021
VENDA NOVA DO IMIGRANTE;SE;ES;A633;-20,38555555;-41,18999999;2021
VILA VELHA;SE;ES;A634;-20,46694443;-40,40388888;2021
AFONSO CLAUDIO;SE;ES;A657;-20,10416666;-41,10694444;2021
BARBACENA;SE;MG;A502;-21,22833332;-43,76777777;2021
ARAXA;SE;MG;A505;-19,605696;-46,949617;2021
MONTES CLAROS;SE;MG;A506;-16,68638888;-43,84388888;2021
UBERLANDIA;SE;MG;A507;-18,91694443;-48,25555555;2021
ALMENARA;SE;MG;A508;-16,166773;-40,687756;2021
MONTE VERDE;SE;MG;A509;-22,86166666;-46,04333333;2021
VICOSA;SE;MG;A510;-20,762607;-42,864013;2021
TIMOTEO;SE;MG;A511;-19,57388888;-42,62249999;2021
ITUIUTABA;SE;MG;A512;-18,95277777;-49,52499999;2021
OURO BRANCO;SE;MG;A513;-20,55666666;-43,75611111;2021
SAO JOAO DEL REI;SE;MG;A514;-21,106502;-44,250928;2021
VARGINHA;SE;MG;A515;-21,56638888;-45,40416666;2021
PASSOS;SE;MG;A516;-20,745237;-46,633916;2021
MURIAE;SE;MG;A517;-21,105;-42,37583332;2021
JUIZ DE FORA;SE;MG;A518;-21,769965;-43,364329;2021
CAMPINA VERDE;SE;MG;A519;-19,53921;-49,518133;2021
CONCEICAO DAS ALAGOAS;SE;MG;A520;-19,98586;-48,151574;2021
BELO HORIZONTE (PAMPULHA);SE;MG;A521;-19,88388888;-43,96944443;2021
SERRA DOS AIMORES;SE;MG;A522;-17,79888888;-40,25;2021
PATROCINIO;SE;MG;A523;-18,996684;-46,985935;2021
FORMIGA;SE;MG;A524;-20,455;-45,45388888;2021
SACRAMENTO;SE;MG;A525;-19,87527777;-47,43416666;2021
MONTALVANIA;SE;MG;A526;-14,40833333;-44,40416666;2021
TEOFILO OTONI;SE;MG;A527;-17,89284;-41,515423;2021
TRES MARIAS;SE;MG;A528;-18,200855;-45,459836;2021
PASSA QUATRO;SE;MG;A529;-22,395799;-44,961909;2021
CALDAS;SE;MG;A530;-21,918066;-46,382996;2021
MARIA DA FE;SE;MG;A531;-22,314567;-45,373049;2021
GOVERNADOR VALADARES;SE;MG;A532;-18,830354;-41,977007;2021
GUANHAES;SE;MG;A533;-18,78694444;-42,94305555;2021
AIMORES;SE;MG;A534;-19,53277777;-41,09083333;2021
FLORESTAL;SE;MG;A535;-19,885398;-44,416883;2021
DORES DO INDAIA;SE;MG;A536;-19,481935;-45,593932;2021
DIAMANTINA;SE;MG;A537;-18,231052;-43,648269;2021
CURVELO;SE;MG;A538;-18,747711;-44,453785;2021
MOCAMBINHO;SE;MG;A539;-15,085958;-44,016036;2021
MANTENA;SE;MG;A540;-18,78062;-40,986505;2021
CAPELINHA;SE;MG;A541;-17,70555555;-42,38916666;2021
UNAI;SE;MG;A542;-16,55416666;-46,88194443;2021
ESPINOSA;SE;MG;A543;-14,91222222;-42,80861111;2021
BURITIS;SE;MG;A544;-15,52416666;-46,43555555;2021
PIRAPORA;SE;MG;A545;-17,258064;-44,835556;2021
GUARDA-MOR;SE;MG;A546;-17,56138888;-47,19916666;2021
SAO ROMAO;SE;MG;A547;-16,362747;-45,123801;2021
CHAPADA GAUCHA;SE;MG;A548;-15,30027777;-45,61749999;2021
AGUAS VERMELHAS;SE;MG;A549;-15,751536;-41,457787;2021
ITAOBIM;SE;MG;A550;-16,575667;-41,485588;2021
RIO PARDO DE MINAS;SE;MG;A551;-15,72305554;-42,43583333;2021
SALINAS;SE;MG;A552;-16,16027777;-42,31027777;2021
JOAO PINHEIRO;SE;MG;A553;-17,784477;-46,119394;2021
CARATINGA;SE;MG;A554;-19,735757;-42,137146;2021
IBIRITE (ROLA MOCA);SE;MG;A555;-20,031457;-44,011249;2021
MANHUACU;SE;MG;A556;-20,26333333;-42,18277777;2021
